Location,Item Number,Qty On Hand
pcg3j,M2GPKD3KTSNT600R59,39.8
pcg3j,M2GPKD3KTSNT600R59,50
pcg3j,M2GPKD3KTSNT600R59,39.7
pcg3j,M2GPKD3KTSNT600R59,50
pcg3j,M2GPKD3KTSNT600R59,41.8
pcg3j,M2GPKD3KTSNT600R59,41.1
pcg3j,M2GPKD3KTSNT600R59,50
pcg3j,M2GPKD3KTSNT600R59,46.9
pcg3j,M2GPKD6KTSNT600R59,37.8
pcg3j,M2GPKD6KTSNT600R59,50
pcg3j,M2GPKD6NTAGP600R59,50
pcg3j,M2GPKD6NTAGP600R59,50
pcg3j,M2GPKD6NTAGP600R59,38.9
pcg3j,M2GPKD6NTAGP600R59,56
PCG3J,M2GPKD6NTAGP645D59,42
pcg3j,M2GPKD6NTAGP645D59,50
pcg3j,M2GPKD6NTAGP645D59,45.1
pcg3j,M2GPKD6NTAGP645D59,50
pcg3j,M2GPKD6NTAGP645D59,43
pcg3j,M2GPKD6NTAGP645D59,50
pcg3j,M2GPKD6NTAGP645D59,46.2
,,
pcg4a,A173040EL10MMR,100
PCG4A,A173040EL8MMTG,100
PCG4A,L00160964876CAA,44.9
pcg4a,L00218090476CAC,30
PCG4A,M1G3FJXSDLAA600R59,63.5
pcg4a,M1G3FJXSDLAA645D59,101.375
PCG4A,M1G3FJXSDLAA645D59,94
PCG4A,M1G4FJDSSLAA645D59,61.4
pcg4a,M1G4FJESSLAA645D59,79
pcg4a,M3GWCDCSM7309X62,165
pcg4a,M3GWCDCSM7600R62,150
pcg4a,M3GWCDCSM7600R62,8
,,
p 8056,,ventory Detai
68,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
,,
PCG4B,A173040EL8MMTG,132
PCG4B,A300135TB166MM,120
PCG4B,A300135TB166MM,132
PCG4B,L00160854073DAA,150
PCG4B,L00160854073DAA,150
pcg4b,M1G3FJWSDLAA600R59,88.625
PCG4B,M1G3FJXSDLAA600R59,113
PCG4B,M1G3FJXSDLAA600R59,97.125
pcg4b,M1G3FJXSDLAA600R59,56.97
pcg4b,M2GWN7TEH6CX184D60,55
pcg4b,M3GWCDCSM7600R62,8
pcg4b,M3GWCDCSM7600R62,25
PCG4B,M3GWCDCSM7600R62,150
,,
pcg4c,L002921806HXWAA,45.522
pcg4c,L002921806HXWAA,30.348
pcg4c,L002921806HXWAA,45.522
pcg4c,L002921806HXWAA,45.248
pcg4c,L002921806HXWAA,48.392
pcg4c,L002921806HXWAA,43.744
pcg4c,L002921806HXWAA,40.327
pcg4c,L002921806HXWAA,45.248
pcg4c,L002921806HXWAA,44.565
pcg4c,L002921806HXWAA,42.924
pcg4c,L002921806HXWAA,44.701
pcg4c,L002921806HXWAA,48.802
pcg4c,L002921806HXWAA,35.679
pcg4c,L002921806HXWAA,18.728
pcg4c,L002921806HXWAA,33.902
pcg4c,L002921806HXWAA,42.924
pcg4c,L002921806HXWAA,42.104
pcg4c,L002921806HXWAA,41.694
pcg4c,L002921806HXWAA,29.527
pcg4c,L002921806HXWAA,29.117
pcg4c,L002921806HXWAA,41.967
pcg4c,L002921806HXWAA,41.557
pcg4c,L002921807HXWAA,33.218
pcg4c,L002921807HXWAA,42.787
pcg4c,L002921807HXWAA,43.744
pcg4c,L002921807HXWAA,27.34
pcg4c,L002921807HXWAA,34.039
pcg4c,L002921807HXWAA,43.744
pcg4c,L002921807HXWAA,38.686
pcg4c,L002921807HXWAA,49.349
pcg4c,L002921807HXWAA,47.709
pcg4c,L002921807HXWAA,47.435
pcg4c,L002921807HXWAA,50.853
pcg4c,L002921807HXWAA,43.198
pcg4c,L002921807HXWAA,43.06
pcg4c,L002921807HXWAA,45.66
pcg4c,M1G3FJXSDLAA645D59,82.75
,,
PCG4D,L002545487G15AA,130
,,
p 8056,,ventory Detai
69,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PCG4D,L002545487G15AA,101.75
PCG4D,L002545487G15AA,119.875
PCG4D,L002545487G15AA,33
pcg4d,L002921807HXWAA,43.881
PCG4D,L003472582HXWAA,41.147
PCG4D,L003881321HXWAA,43.881
PCG4D,M17G9803CXC60,41.13
pcg4d,M1G3FJWSDLAA600R59,61.75
pcg4d,M1G3FJXSDLAA600R59,19
PCG4D,M1G4FJDSSEAA600R59,103.5
pcg4d,M1G4FJDSSEAA600R59,104.875
PCG4D,M1G4FJESSLAA600R59,69.996
PCG4D,M1G4FJESSLAA600R59,85
PCG4D,M1G4FJNWE3PR600R59,102.125
pcg4d,M1G4FJNWE3PR645D59,117.25
PCG4D,M3GWCDCSM7600R62,150
PCG4D,M3GWCDCSM7600R62,150
PCG4D,M3GWCDCSM7600R62,150
PCG4D,M3GWCDCSM7600R62,150
,,
PCG4E,A173040EL8MMTG,66
PCG4E,M1G3FJXSDLAA645D59,71.625
pcg4e,M1G3FJXSDLAA645D59,15.37
PCG4E,M1G4FJDSSEAA600R59,74.375
PCG4E,M1G4FJDSSEAA600R59,87.5
pcg4e,M1G4FJDSSEAA645D59,31
pcg4e,M1G4FJDSSEAA645D59,24.69
PCG4E,M1G4FJDSSEAA645D59,99.75
pcg4e,M1G4FJDSSLAA600R59,118
pcg4e,M1G4FJDSSLAA645D59,69.58
PCG4E,M1G4FJESSLAA600R59,75.375
PCG4E,M1G4FJESSLAA600R59,95.75
pcg4e,M1G4FJESSLAA645D59,55.98
pcg4e,M1G4FJNWE3PR645D59,26.31
pcg4e,M1G4FJNWE3PR645D59,26
pcg4e,M1G4FJNWE3PR645D59,12
pcg4e,M2GWN7TEH6CX184D60,60
pcg4e,M2GWN7TEH6CX184D60,55
pcg4e,M2GWN7TEH6CX184D60,60
pcg4e,M2GWN7TEH6CX195A60,54
PCG4E,M3GWCDCSM7600R62,150
,,
PCG4F,A300135TB166MM,132
PCG4F,L00160854073DAA,150
pcg4f,L00160854073DAA,150
pcg4f,L001608540HXWAA,1
pcg4f,L001627152GKUAA,40
PCG4F,L00346175911JAA,34.7
pcg4f,M1G3FJWSDLAA600R59,61.57
pcg4f,M1G3FJWSDLAA600R59,2.16
pcg4f,M1G3FJWSDLAA600R59,97.375
PCG4F,M1G3FJWSDLAA600R59,96.75
PCG4F,M1G3FJWSDLAA600R59,94.875
pcg4f,M1G3FJWSDLAA600R59,16
,,
p 8056,,ventory Detai
70,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcg4f,M1G4FJDSSLAA600R59,110.5
PCG4F,M1G4FJDSSLAA600R59,113.875
pcg4f,M1G4FJESSLAA600R59,95.25
pcg4f,M1G4FJESSLAA600R59,104.375
pcg4f,M1G4FJESSLAA600R59,91.375
pcg4f,M2GPKD3PTHER600R59,36.6
pcg4f,M2GPKD3PTHER600R59,50
pcg4f,M2GPKD6KTSNT309X59,44
pcg4f,M2GPKD6KTSNT600R59,45.2
pcg4f,M2GPKD6NTAGP645D59,45
pcg4f,M2GPKD6NTCRT600R59,29
PCG4F,M2GPKD6PTHER600R59,50
PCG4F,M2GPKD6PTHER600R59,0
PCG4F,M2GPKD6PTHER600R59,0
PCG4F,M2GPKD6PTHER600R59,0
PCG4F,M2GPKD6PTHER600R59,0
PCG4F,M2GPKD6PTHER600R59,50
PCG4F,M2GPKD6PTHER600R59,0
PCG4F,M2GPKD6PTHER600R59,0
PCG4F,M2GPKD6PTHER600R59,0
,,
pcg4g,M1G3FJWSDLAA600R59,51.25
PCG4G,M1G3FJXSDLAA600R59,70.125
pcg4g,M1G4FJDSSEAA600R59,37.31
pcg4g,M1G4FJDSSEAA600R59,0
pcg4g,M1G4FJDSSEAA600R59,4.25
PCG4G,M1G4FJDSSLAA600R59,8.3
pcg4g,M1G4FJDSSLAA600R59,5.41
pcg4g,M1G4FJESSLAA600R59,26.25
pcg4g,M1G4FJESSLAA600R59,0
pcg4g,M2GPKD3PTHER600R59,36.5
pcg4g,M2GPKD3PTHER600R59,47
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,40.2
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,40.7
pcg4g,M2GPKD3PTHER600R59,40.3
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,47.3
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,47.1
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,47.9
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,29.1
pcg4g,M2GPKD3PTHER600R59,41.1
pcg4g,M2GPKD3PTHER600R59,34.5
pcg4g,M2GPKD3PTHER600R59,42.6
pcg4g,M2GPKD3PTHER600R59,41.8
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,47.4
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,37.4
,,
p 8056,,ventory Detai
71,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,39.9
pcg4g,M2GPKD3PTHER600R59,50
pcg4g,M2GPKD3PTHER600R59,36.3
pcg4g,M2GPKD3PTHER600R59,38.3
pcg4g,M2GPKD3PTHER600R59,37.7
pcg4g,M2GPKD3PTHER600R59,37.6
pcg4g,M2GPKD3PTHER600R59,35
pcg4g,M2GPKD6KTSNT600R59,50
PCG4G,M2GPKD6NTAGP645D59,43.6
PCG4G,M2GPKD6NTCRT604D59,45.9
,,
pcg4h,L001608540HXWAA,7.87
pcg4h,L00160991730EAA,87.7
pcg4h,L00162709688TAA,71.75
pcg4h,L001627096GKBAA,87.8
pcg4h,L001627096GKBAA,87.72
pcg4h,L002160650E02AA,150
pcg4h,L002160650E02AA,149.875
pcg4h,L002160650E02AA,150.125
pcg4h,L002160650E02AA,150.125
pcg4h,L002160650E02AA,0
pcg4h,L0627096AA01XTS,91.8
pcg4h,L0627096AA01XTS,92
pcg4h,L0627096AA01XTS,93.2
pcg4h,L0627096AA01XTS,93.4
pcg4h,L0676580AA01GKA,9.2
pcg4h,L0676580AA01GKA,3.25
pcg4h,L0676580AA01GKA,15.35
pcg4h,L0813684AA01,8
pcg4h,L0813684AA01,250
pcg4h,L0813684AA01,250
pcg4h,L0813684AA01,250
pcg4h,L0813684AA01,250
pcg4h,L0813684AA01,250
pcg4h,L0813684AA01,250
pcg4h,M1G995WCKA109D60,103.25
pcg4h,M2G074PGC201F59,93.6
pcg4h,M2G074PGC201F59,96.7
pcg4h,M2G074PGC303X59,82.2
pcg4h,M2G074PGC303X59,82.1
pcg4h,M2G074PGC303X59,82.1
pcg4h,M2G074PGC303X59,82.3
pcg4h,M2G074PGC600R59,91.3
pcg4h,M2G074PGC600R59,91.3
pcg4h,M2G074PGC600R59,91.1
pcg4h,M2G074PGC600R59,92.6
pcg4h,M2G074PGC600R59,92.8
pcg4h,M2G074PGC600R59,88.08
pcg4h,M2G074PGC600R59,68.2
pcg4h,M2G074PGC600R59,87.6
pcg4h,M2G074PGC600R59,94.325
,,
p 8056,,ventory Detai
72,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcg4h,M2G074PGC600R59,87.8
pcg4h,M2G074PGC600R59,87.6
pcg4h,M2G766PGC600R59,89.2
pcg4h,M2G766PGC600R59,0
pcg4h,M2G766PGC737D59,91.3
pcg4h,M2G766PGC737D59,99.3
pcg4h,M2G766PGC737D59,87.6
pcg4h,M2G766PGC737D59,87.6
pcg4h,M3GWCDCSM7309X62,65
,,
pcg5,M3GWCDCSM7600R62,46
,,
PCG6,L002426229GKAAA,65.79
pcg6,L002559410GKAAA,43
pcg6,M1G4FJQZEEAA600R62,268.6
pcg6,M2GPKD3PTHER600R59,40.2
pcg6,M3GWCDCSM7600R62,8
,,
pcg7,L002274212GKAAA,71.0955333
pcg7,M1G3FJWSDLAA600R59,4.5
,,
pcg8,L00243299876CAB,8.5
pcg8,L002432998GKAAB,12
pcg8,L002919288HXWAA,93
pcg8,M2GPKD6PTHER600R59,65.63
pcg8,M2GWN3PEH12CX184D6,16.15
,,
pcgbt1cc,91577X92-313N,6.874
pcgbt1cc,91577X92-9936,4.5347
PCGBT1CC,L001423285NCPAA,1602
pcgbt1cc,L001450016NCPAA,1200
PCGBT1CC,L001553609NCPAA,152
PCGBT1CC,L001583835C46AA,27.0307
PCGBT1CC,L001583852C46AA,52.4307
pcgbt1cc,L001597009NCPAA,3760
PCGBT1CC,L001614470NCPAA,963
pcgbt1cc,L00162055788TAA,5.48849
PCGBT1CC,L001620557CAMAA,298.3926
PCGBT1CC,L001620557G32AA,86.66639
PCGBT1CC,L001620557HXWAA,353.40834
pcgbt1cc,L00162055988TAA,5.48849
PCGBT1CC,L001620559CAMAA,129.2821
PCGBT1CC,L001620559G32AA,99.10639
PCGBT1CC,L001620559HXWAA,70.71109
PCGBT1CC,L001637636NCPAA,2430
pcgbt1cc,L001676165NCPAA,5880
pcgbt1cc,L001676166NCPAA,1350
pcgbt1cc,L001676168NCPAA,4650
pcgbt1cc,L001676174NCPAA,626
pcgbt1cc,L001676177NCPAA,100
pcgbt1cc,L001676195NCPAA,389
PCGBT1CC,L001676224NCPAA,382
PCGBT1CC,L001676232NCPAA,221
PCGBT1CC,L001698202NCPAA,1468.84
,,
p 8056,,ventory Detai
73,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcgbt1cc,L001797260NCPAA,75
pcgbt1cc,L001797262NCPAA,118
pcgbt1cc,L001809702HXWAA,328
PCGBT1CC,L002053089NCPAA,493
pcgbt1cc,L002162447NCPAA,32.84752
pcgbt1cc,L002171015NCPAA,445
pcgbt1cc,L002389203NCPAA,35.41013
PCGBT1CC,L002460234NCPAA,169
PCGBT1CC,L002798840NCPAB,1349
PCGBT1CC,L002798841NCPAB,2231
PCGBT1CC,L002798842NCPAC,2165
pcgbt1cc,L002799378NCPAA,349
pcgbt1cc,L002799379NCPAB,56
PCGBT1CC,L002799380NCPAA,83
PCGBT1CC,L002806896NCPAA,901.7
pcgbt1cc,L002806897NCPAA,980
PCGBT1CC,L002806946NCPAA,954
PCGBT1CC,L002806947NCPAA,210
PCGBT1CC,L002807250NCPAA,374
PCGBT1CC,L002907223NCPAA,1236
PCGBT1CC,L002907225NCPAB,2435
PCGBT1CC,L002914716NCPAA,3143
PCGBT1CC,L002914905NCPAA,863
PCGBT1CC,L003141998NCPAA,387
PCGBT1CC,L003141999NCPAA,381
PCGBT1CC,L003142000NCPAA,1219
PCGBT1CC,L003142001NCPAA,257
PCGBT1CC,L003142002NCPAA,635
PCGBT1CC,L003142003NCPAA,2707
PCGBT1CC,L003142004NCPAA,142.4
PCGBT1CC,L003142005NCPAA,577
pcgbt1cc,L0429142AA02,987.88002
pcgbt1cc,L0495624AA01,291.44
pcgbt1cc,L0549303AA01,574.94003
pcgbt1cc,L0571668AA01,462
pcgbt1cc,L0575409AA01,410.53532
pcgbt1cc,L0575410AA01,722.57618
PCGBT1CC,L0609247AA01,2193
pcgbt1cc,L0633654AA01,921.29326
PCGBT1CC,L0637636AA01,17720
PCGBT1CC,L0639918AA01,2103
pcgbt1cc,L0649100AA01,2376.5
pcgbt1cc,L0649101AA01,50
PCGBT1CC,L0676232AA01,8477
pcgbt1cc,L0697064AA01,36
pcgbt1cc,L0701143AA01,761
PCGBT1CC,L0797260AA01,2582
pcgbt1cc,L0816049AA01GKA,285
pcgbt1cc,N03425756033,85
pcgbt1cc,Q010000839,215
pcgbt1cc,Q92K204G19,3200
pcgbt1cc,WYNGB3-313N,22.0476
pcgbt1cc,WYNGB3-9936,9.7347
,,
,,
p 8056,,ventory Detai
74,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PCGREARS,10686,16.0052
PCGREARS,190562,964.5734
PCGREARS,291577X33-848,12.148
PCGREARS,41577X69-202F,30
PCGREARS,5CC-CH-PLF8-645D,684.4405
pcgrears,5CC-DF6SLSEP,220
pcgrears,91577X92-119X,49.3552
pcgrears,91577X92-309X,304.79
pcgrears,91577X92-313N,213.6320999
PCGREARS,91577X92-341M,35.2834299
pcgrears,91577X92-395A,164.7612
PCGREARS,91577X92-400C,31.9
pcgrears,91577X92-645D,637.1832114
pcgrears,91577X92-834T,96.541
PCGREARS,91577X92-999K,73.5894
PCGREARS,KRG25LTCA,906.5632
PCGREARS,L001426194WH1AA,1100
pcgrears,L00144987006HAA,233.814
PCGREARS,L001449870U52AA,778.9474
pcgrears,L001506374LP2AA,286
pcgrears,L00162055706HAA,44.5502
pcgrears,L00162055731EAA,61.1764
PCGREARS,L00162055763JAA,273.8528
pcgrears,L00162055776CAA,129.1996
pcgrears,L00162055788TAA,33.8352
PCGREARS,L001620557E02AA,7
PCGREARS,L001620557E03AA,86.38526
PCGREARS,L001620557GSBAA,34
pcgrears,L00162055906HAA,146.1604
pcgrears,L00162055931EAA,29.1764
PCGREARS,L00162055963JAA,72.5085
PCGREARS,L00162055976CAA,81.78
pcgrears,L00162055988TAA,56.1922
PCGREARS,L001620559E03AA,43.28526
PCGREARS,L001620559GSBAA,103.34
pcgrears,L001797262NCPAA,2710
PCGREARS,L001802491NCPAA,1094
PCGREARS,L001802492NCPAA,4393
PCGREARS,L00180249345DAA,1439
PCGREARS,L001802493GKAAA,1534
PCGREARS,L00180970202FAA,1230
PCGREARS,L00180970206HAA,3000
PCGREARS,L00180970209XAA,1875
PCGREARS,L00180970245DAA,6665
PCGREARS,L00180970264DAA,2423
pcgrears,L001809702GKAAA,11252
PCGREARS,L001809702HXWAA,675
PCGREARS,L002162447NCPAA,50
PCGREARS,L002171015NCPAA,4710
PCGREARS,L002194708NCPAA,5810
PCGREARS,L002389203NCPAA,167.9589
pcgrears,L00248911411JAC,30
pcgrears,L00248911411JAC,30
pcgrears,L00248911411JAC,30
,,
p 8056,,ventory Detai
75,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcgrears,L00248911411JAC,30
PCGREARS,L002618822NCPAA,11025.65295
pcgrears,L002866832NCPAA,174
pcgrears,L002866833NCPAA,2700
pcgrears,L002890609NCPAA,842
pcgrears,L002890610NCPAA,3713
pcgrears,L003688838NCPAB,620
PCGREARS,L0429142AA02,133.4355
PCGREARS,L0449870AA0102F,582.357
PCGREARS,L0449870AA0164D,349.0656
PCGREARS,L0495624AA01,158.3496
PCGREARS,L0549303AA01,1922.10628
pcgrears,L0571635AA01,2305
pcgrears,L0571636AA01,505
pcgrears,L0571640AA01,11830
pcgrears,L0571668AA01,604
pcgrears,L0572828AA03,5258
PCGREARS,L0575409AA01,671.19
pcgrears,L0575410AA01,3040.77584
pcgrears,L0591424AA01,2278
pcgrears,L0592042AA01,1450
PCGREARS,L0592045AA04,2913
PCGREARS,L0592046AA01,1981
pcgrears,L0597009AA02,4218
pcgrears,L0617164AA01,5310
PCGREARS,L0620557AA0101F,68.2293
pcgrears,L0620557AA0102F,52.2514
PCGREARS,L0620557AA0164D,117.6614
PCGREARS,L0620557AA0173D,163.3062
pcgrears,L0620557AA01E02,4.94068
PCGREARS,L0620557AA01X07,52.941
PCGREARS,L0620557AA01XTS,30.04596
pcgrears,L0620559AA0101F,55.8718
pcgrears,L0620559AA0102F,164.0602
PCGREARS,L0620559AA0107M,29
pcgrears,L0620559AA0164D,19.59708
PCGREARS,L0620559AA01E02,29.31268
pcgrears,L0620559AA01X07,28.2016
pcgrears,L0620559AA01XTS,28.81372
pcgrears,L0633654AA01,5992.83239
PCGREARS,L0649100AA01,4115.5
PCGREARS,L0649101AA01,2800
PCGREARS,L0654899AA01,1861
pcgrears,L0668944AA01,3735
PCGREARS,L0672525AA01,2457.8556
PCGREARS,L0676165AA01,1018
PCGREARS,L0676166AA01,3993
pcgrears,L0676168AA01,640
PCGREARS,L0676177AA01,1204
PCGREARS,L0676192AA01,8518
pcgrears,L0676195AA01,2477
PCGREARS,L0676258AA05,2288
PCGREARS,L0680570AA03GKA,30
PCGREARS,L0681545AA01,1203
,,
p 8056,,ventory Detai
76,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PCGREARS,L0681546AA01,389
PCGREARS,L0681547AA01,1393
PCGREARS,L0682843AA01,2423
PCGREARS,L0685445AA01,155
PCGREARS,L0698195AA01,2160
pcgrears,L0698200AA01,3580
pcgrears,L0698203AA01,150
pcgrears,L0706490AA03,1696
PCGREARS,L0706491AA03,3163
pcgrears,L0706492AA02,826
pcgrears,L0724597AA01,770
PCGREARS,L0736063AA01,273
pcgrears,L0736066AA01,335
pcgrears,L0749224AA01,28.5407
PCGREARS,L0753466AA01,1600
PCGREARS,L0776538AA01,1956
PCGREARS,L0780891AA01,1984
pcgrears,L0797678AA01,2666
PCGREARS,L0797679AA01,159
PCGREARS,L0797825AA01,160
PCGREARS,L0802979AA01,3645
PCGREARS,L0802980AA01,1608
pcgrears,L0802981AA01,1542
pcgrears,L0806941AA01,1947
pcgrears,L0806942AA01,81
PCGREARS,L0806943AA01,650
PCGREARS,L0806944AA01,471
PCGREARS,L0816049AA0109X,1044
PCGREARS,L0816049AA0145D,3370
pcgrears,L0816049AA01GKA,2256
PCGREARS,N03425756033,543.1458699
pcgrears,Q010000839,308
PCGREARS,Q92K204G19,53792
pcgrears,Q92K204G20,25746
PCGREARS,WRG16HMAA,2000
PCGREARS,WRG16LBAA,418.6016
PCGREARS,WRG25LBAA,1705.7284
PCGREARS,WRG25MAAA,284.7415
PCGREARS,WYNGB3-119X,97.4168
pcgrears,WYNGB3-167A,223.950818
pcgrears,WYNGB3-309X,109.0228
pcgrears,WYNGB3-313N,32.106028
pcgrears,WYNGB3-341M,49.876688
pcgrears,WYNGB3-395A,41.59688
PCGREARS,WYNGB3-400C,8.0528
pcgrears,WYNGB3-645D,142.8125
pcgrears,WYNGB3-834T,62.5016
PCGREARS,WYNGB3-999K,25.1628
,,
pcgsavan,10686,0.3498
PCGSAVAN,1561-305SAA,818
PCGSAVAN,1561-345SAA,1488
pcgsavan,170480,361.4
PCGSAVAN,2232B910F00MA,163
,,
p 8056,,ventory Detai
77,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PCGSAVAN,255S5-184D,667.8489
PCGSAVAN,255S5-195A,1222.8608
PCGSAVAN,25ZZ5,4420
PCGSAVAN,291577X33-110D,31.67
PCGSAVAN,291577X33-149B,30.804
PCGSAVAN,291577X33-848,7.73
PCGSAVAN,346779,290.8632
pcgsavan,346803,135.858
PCGSAVAN,41577X69-110D,48.2295
PCGSAVAN,41577X69-8927,57.5025
PCGSAVAN,794-100SAA,1723
PCGSAVAN,91577X92-110D,114.7495
PCGSAVAN,91577X92-119X,23
PCGSAVAN,91577X92-8927,62.7025
PCGSAVAN,L002389203NCPAA,164.8606
pcgsavan,L0148229AA02,2140
PCGSAVAN,L0269501AA01,480
PCGSAVAN,M15H60ATLBXEZ,28.24
PCGSAVAN,M15H63AWSB,56.638
pcgsavan,STFR-415X122FAC,1940
PCGSAVAN,T35WCWHITE,231.018
,,
pisopc,L00162055976CAA,55.86
,,
PLANTAC,L00167800106HAA,30
plantac,L001801825G7TAE,15
plantac,L001803607WSPAB,15
PLANTAC,L00248912220IAB,5
PLANTAC,L002816964CAWAE,5
PLANTAC,L002816964CAWAE,10
PLANTAC,L002816965H32AD,10
plantaC,L003277357CAWAA,10
PLANTAC,L0678002AA03GKA,90
plantac,L0680205AA05GKA,15
plantac,L0682301AA05GKA,30
plantac,L0682301AA05GKA,30
,,
pqhilos,291577X33-848,0
pqhilos,291577X33-848,0
pqhilos,41577X69-110D,0
pqhilos,91577X92-110D,0
pqhilos,91577X92-119X,0
pqhilos,91577X92-309X,0
pqhilos,91577X92-313N,0
pqhilos,91577X92-313N,0
pqhilos,91577X92-341M,0
pqhilos,91577X92-834T,0
pqhilos,91577X92-8927,0
pqhilos,91577X92-9936,0
pqhilos,L00162055763JAA,0
pqhilos,L00162055776CAA,0
pqhilos,L00162055788TAA,0
pqhilos,L00162055976CAA,0
pqhilos,L002312378NCPAA,0
,,
p 8056,,ventory Detai
78,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pqhilos,L0620557AA0101F,0
pqhilos,L0620557AA01X07,0
pqhilos,L0620559AA0101F,0
pqhilos,L0620559AA01X07,0
pqhilos,M15H63AWSB,0
pqhilos,N03425756033,0
pqhilos,WYNGB3-119X,0
pqhilos,WYNGB3-167A,0
pqhilos,WYNGB3-309X,0
pqhilos,WYNGB3-313N,0
pqhilos,WYNGB3-313N,0
pqhilos,WYNGB3-341M,0
pqhilos,WYNGB3-395A,0
pqhilos,WYNGB3-9936,0
,,
pqpiel,L0018018014DKAE,15
pqpiel,L0018018014DKAE,15
pqpiel,L0018018014DKAE,15
pqpiel,L0018018014DKAE,15
pqpiel,L0018018014DKAE,15
pqpiel,L0018018014DKAE,15
pqpiel,L001801814G7TAE,15
pqpiel,L001801814G7TAE,15
pqpiel,L0018018184DKAE,15
pqpiel,L0018018184DKAE,15
pqpiel,L0018018184DKAE,15
pqpiel,L0018018184DKAE,15
pqpiel,L0018018184DKAE,15
pqpiel,L0018018184DKAE,15
pqpiel,L0018021944DKAG,15
pqpiel,L0018021944DKAG,15
pqpiel,L0018021944DKAG,15
pqpiel,L0018021944DKAG,15
pqpiel,L0018021944DKAG,15
pqpiel,L0018021944DKAG,15
pqpiel,L001802195GKAAF,15
pqpiel,L001802195GKAAF,15
pqpiel,L00180251160CAE,30
pqpiel,L00180251160CAE,30
pqpiel,L001802511E02AE,30
pqpiel,L00180251260CAD,30
pqpiel,L00180251260CAD,30
pqpiel,L001802512E02AD,30
pqpiel,L00180301360CAF,30
pqpiel,L00180301360CAF,30
pqpiel,L001803013E02AF,30
PQPIEL,L001803483GKAAC,0
PQPIEL,L001803483GKAAC,0
pqpiel,L001803483GKUAC,30
pqpiel,L001803483GKUAC,30
pqpiel,L001803484GKUAC,30
pqpiel,L001803484GKUAC,30
pqpiel,L001803608WSPAB,15
pqpiel,L002275192GKAAB,30
,,
p 8056,,ventory Detai
79,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pqpiel,L002275192GKAAB,30
pqpiel,L002275192GKAAB,30
pqpiel,L002275192GKAAB,30
pqpiel,L002275192GKUAB,30
pqpiel,L002275192GKUAB,30
pqpiel,L002816963HG3AE,10
pqpiel,L002816963HG3AE,10
pqpiel,L002816963HG3AE,10
pqpiel,L002816963HG3AE,10
pqpiel,L002816964HG3AE,10
pqpiel,L002816964HG3AE,10
pqpiel,L002816964HG3AE,10
,,
PQUNIDAD,41577X69-848,-29.4
PQUNIDAD,91577X92-313N,-250.04
PQUNIDAD,L00162055763JAA,-31
PQUNIDAD,L00162055776CAA,-25
pqunidad,L003688139GKAAA,-45
pqunidad,L003688139GKAAA,-10.62
PQUNIDAD,L003688141GKAAA,-46.7
pqunidad,L003688141GKAAA,-19.09
PQUNIDAD,L0620559AA0101F,-25
pqunidad,L0680266AA0664D,-30
pqunidad,M1G4FJQZEEAA600R59,-218.24
pqunidad,M1G4FJQZEEAA600R61,0.68
PQUNIDAD,WYNGB3-167A,-293.55
PQUNIDAD,WYNGB3-313N,-128
,,
PR01A01,L0017888994BAAJ-E,30
PR01A01,L0017888994BAAJ-E,30
PR01A01,L0017888994BAAJ-E,30
PR01A01,L0017888994BAAJ-E,30
PR01A01,L0017889014BAAK-E,30
PR01A01,L0017889014BAAK-E,30
PR01A01,L0017889014BAAK-E,30
PR01A01,L0017889014BAAK-E,30
PR01A01,L0017889014BAAK-E,30
PR01A01,L0017889014BAAK-E,30
PR01A01,L0017889014BAAK-E,30
