Location,Item Number,Qty On Hand
CGSTAGE,L002795463HG3AH,1
,,
cnc31re,32078C20463,113
CNC31RE,32078C20463,0
cnc31re,L00160854073DAA,0
CNC31RE,L001608540HXWAA,0
CNC31RE,L00160964811JAA,0
cnc31re,L001627096GKBAA,0
CNC31RE,L001627148GKUAA,0
cnc31re,L00227420973DAA,0
cnc31re,L00227420973DAA,0
cnc31re,L002274212GKAAA,0
CNC31RE,L002389203NCPAA,0
CNC31RE,L002389203NCPAA,0
CNC31RE,L002389203NCPAA,0
CNC31RE,L002389203NCPAA,105.699
CNC31RE,L002389203NCPAA,0
CNC31RE,L002389203NCPAA,0
cnc31re,L002389203NCPAA,0
cnc31re,L002389203NCPAA,0
cnc31re,L002389203NCPAA,0
CNC31RE,L002405270GKAAA,0
CNC31RE,L002410327E03AB,0
CNC31RE,L002410327E03AB,0
cnc31re,L002410327E03AB,41.7
CNC31RE,L002410327GKAAB,0
cnc31re,L002410327GKAAB,51.1
cnc31re,L002410327GKAAB,49.6
CNC31RE,L002410327GKAAB,0
CNC31RE,L002410327GKAAB,0
cnc31re,L002410327GKAAB,39.29
cnc31re,L002410327GKAAB,49.9
CNC31RE,L002410327GKAAB,0
CNC31RE,L002410327GKAAB,0
,,
p 8056,,ventory Detai
32,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
CNC31RE,L002410327GKAAB,0
CNC31RE,L002410327GKAAB,0
cnc31re,L002432997GKAAA,0
CNC31RE,L002432998GKAAB,0
CNC31RE,L002433001GKAAA,0
CNC31RE,L002433063GKAAA,0
CNC31RE,L002435816GKAAA,0
CNC31RE,L002435816GKAAA,0
CNC31RE,L002435816GKAAA,0
CNC31RE,L002435816GKAAA,0
CNC31RE,L002559408E03AA,0
CNC31RE,L002559408E03AA,0
cnc31re,L002559408E03AA,0
cnc31re,L002559408E03AA,22.06
CNC31RE,L002773097271AA,0
CNC31RE,L002773097271AA,0
cnc31re,L002773097271AA,0
CNC31RE,L002773097271AA,0
cnc31re,L002773097271AA,0
cnc31re,L002773097271AA,0
cnc31re,L002773097271AA,105.7
CNC31RE,L002773097271AA,0
cnc31re,L002773097271AA,0
CNC31RE,L002773097271AA,0
CNC31RE,L002773097271AA,11.97
cnc31re,L002773097271AA,16.53
cnc31re,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,92.7
cnc31re,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,98.3
cnc31re,L002773097GKAAA,111.5
CNC31RE,L002773097GKAAA,0
cnc31re,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,6.45
CNC31RE,L002773097GKAAA,0
cnc31re,L002773097GKAAA,7.11
cnc31re,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,0
CNC31RE,L002773097GKAAA,0
cnc31re,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,53
CNC31RE,L002773099GKAAA,0
cnc31re,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,0
cnc31re,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,112
CNC31RE,L002773099GKAAA,0
CNC31RE,L002773099GKAAA,105
,,
p 8056,,ventory Detai
33,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
CNC31RE,L002773099GKAAA,0
CNC31RE,L002919288HXWAA,0
CNC31RE,L002919291HXWAA,0
cnc31re,L002921806HXWAA,0
cnc31re,L002921806HXWAA,0
cnc31re,L002921807HXWAA,0.3
cnc31re,L003688139GKAAA,12.5
cnc31re,L003688139GKAAA,0
cnc31re,L003688139GKAAA,0
CNC31RE,L003688139GKAAA,0
CNC31RE,L003688139GKAAA,0
CNC31RE,L003688139GKAAA,47.5
cnc31re,M1G4FJQZEEAA309X62,91
CNC31RE,M1G4FJQZEEAA600R59,0
CNC31RE,M1G4FJQZEEAA600R59,0
CNC31RE,M1G4FJQZEEAA600R59,0
CNC31RE,M1G4FJQZEEAA600R59,0
CNC31RE,M1G4FJQZEEAA600R59,0
cnc31re,M1G4FJQZEEAA600R59,53.37
cnc31re,M1G4FJQZEEAA600R59,114.2
cnc31re,M1G4FJQZEEAA600R59,0
CNC31RE,M1G4FJQZEEAA600R59,0
cnc31re,M1G4FJQZEEAA600R59,0
CNC31RE,M1G995WCKA600R60,0
cnc31re,M2GPKD3KTSNT309X59,0
CNC31RE,M2GPKD3KTSNT604D59,0
CNC31RE,M2GPKD6KTSNT309X59,0
CNC31RE,M2GPKD6KTSNT604D59,0
CNC31RE,M2GPKD6NTCRT604D59,0
CNC31RE,M2GWN7TEH6CX184D60,0
CNC31RE,M3GWCDCSM7600R62,0
cnc31re,M3GWCDCSM7600R62,0
CNC31RE,M3GWCDCSM7600R62,0
CNC31RE,M3GWCDCSM7600R62,0
CNC31RE,M3GWCDCSM7600R62,112.36
CNC31RE,M3GWCDCSM7600R62,0
CNC31RE,M3GWCDCSM7600R62,0
CNC31RE,M3GWCDCSM7600R62,0
cnc31re,M3GWCDCSM7600R62,0
cnc31re,M3GWCDCSM7600R62,0
,,
lanzpaq,L003881321CAMAA,43
lanzpaq,L003881321CAMAA,44
lanzpaq,L003881321CAMAA,45
lanzpaq,L003881321CAMAA,42
,,
pack-paq,FRC5444,0.7288
pack-paq,FRC5444,15.0982
,,
PACK3900,FR13CT18023A,247
pack3900,FR13CT18023P,344
pack3900,FR13CT20029A,543
pack3900,FRC6430,1
pack3900,FRRP6430,10408
,,
p 8056,,ventory Detai
34,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pack3900,FRVP5648,2084
,,
paqcheck,A173040EL10MMR,18
paqcheck,A173040EL3MMTG,1
paqcheck,L001115098G15AC,1
PAQCHECK,L001227417G15AC,1
PAQCHECK,L001227417G15AC,1
PAQCHECK,L001227417G15AC,2
PAQCHECK,L001227417G15AC,1
PAQCHECK,L001227417G15AC,1
PAQCHECK,L001227417G15AC,1
paqcheck,L001384988G15AB,2
PAQCHECK,L001384991G15AB,1
PAQCHECK,L001529979GKAAG,1
PAQCHECK,L001529979GKAAG,2
PAQCHECK,L001529979GKAAG,1
PAQCHECK,L001529979GKAAG,1
paqcheck,L001529979GKAAG,3
paqcheck,L001529979GKAAG,3
paqcheck,L001529979GKAAG,2
paqcheck,L001529979GKAAG,3
PAQCHECK,L001529979GKAAG,2
paqcheck,L00152998245DAG,1
paqcheck,L00152998245DAG,1
paqcheck,L00152998245DAG,1
PAQCHECK,L00152998245DAG,1
PAQCHECK,L00152998245DAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
paqcheck,L001529982GKYAG,1
paqcheck,L001529982GKYAG,3
PAQCHECK,L001529982GKYAG,2
,,
p 8056,,ventory Detai
35,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PAQCHECK,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,4
paqcheck,L001529982GKYAG,1
PAQCHECK,L001529982GKYAG,1
paqcheck,L001529991GKYAG,1
PAQCHECK,L001530009GKAAF,1
PAQCHECK,L001677791NCPAA,3
PAQCHECK,L001677791NCPAA,5.4
PAQCHECK,L001788699GKYAG,1
paqcheck,L001788842GKAAJ,1
PAQCHECK,L001788842GKAAJ,1
paqcheck,L001788845GKYAI,1
paqcheck,L001788845GKYAI,1
PAQCHECK,L001788845GKYAI,1
paqcheck,L001788845GKYAI,1
PAQCHECK,L001788846GKYAJ,1
paqcheck,L001788846GKYAJ,1
PAQCHECK,L001788848GKAAI,1
PAQCHECK,L001788849GKAAJ,1
PAQCHECK,L001788851GKYAH,30
PAQCHECK,L001788851GKYAH,30
PAQCHECK,L001788851GKYAH,1
PAQCHECK,L001788851GKYAH,1
PAQCHECK,L001788851GKYAH,3
paqcheck,L001788852GKYAI,1
PAQCHECK,L001788855GKYAJ,1
PAQCHECK,L001788855GKYAJ,1
paqcheck,L0017888626NCAI,1
PAQCHECK,L0017888626NCAI,1
paqcheck,L0017888626NCAI,1
PAQCHECK,L0017888724DLAK,1
PAQCHECK,L0017888724DLAK,1
paqcheck,L0017888794DKAI,1
PAQCHECK,L0017888814DKAI,1
paqcheck,L0017888824DKAJ,1
paqcheck,L0017888824DKAJ,1
paqcheck,L0017888824DKAJ,1
paqcheck,L0017888824DKAJ,1
PAQCHECK,L0017888824DKAJ,1
paqcheck,L0017888824DKAJ,1
paqcheck,L001788890G7TAH,1
PAQCHECK,L001788892G7TAI,1
PAQCHECK,L001788894G7TAJ,1
PAQCHECK,L001788894G7TAJ,1
PAQCHECK,L0017888994BAAG-E,30
PAQCHECK,L0017888994BAAJ,1
paqcheck,L0017889014BAAG-E,30
paqcheck,L001801711WSPAD,1
PAQCHECK,L001801711WSPAD,1
PAQCHECK,L001801711WSPAD,1
PAQCHECK,L0018018014DKAE,15
paqcheck,L00180301363FAF,30
paqcheck,L002171665GV1AI,3
PAQCHECK,L002171665GV1AI,2
,,
p 8056,,ventory Detai
36,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PAQCHECK,L002171665GV1AI,2
PAQCHECK,L002171665GV1AI,3
PAQCHECK,L002171665GV1AI,5
PAQCHECK,L002171665GV1AI,3
paqcheck,L002171665GV1AL,1
paqcheck,L002171665GV1AL,1
paqcheck,L002171665GV1AL,1
PAQCHECK,L002171665GV1AL,2
paqcheck,L002171665GV1AL,1
PAQCHECK,L002171665GV1AL,1
paqcheck,L002171665GV1AL,1
PAQCHECK,L002171665GV1AL,1
PAQCHECK,L002171665GV1AL,1
paqcheck,L002171666GV1AJ,1
PAQCHECK,L002171666GV1AJ,1
PAQCHECK,L002171666GV1AL,1
PAQCHECK,L002171666GV1AL,1
PAQCHECK,L002171666GV1AL,1
PAQCHECK,L002171667GV1AK,1
PAQCHECK,L002171667GV1AK,3
paqcheck,L002171667GV1AK,4
paqcheck,L002171667GV1AK,3
PAQCHECK,L002171667GV1AK,1
paqcheck,L002171667GV1AL,1
paqcheck,L002171667GV1AL,2
paqcheck,L002171667GV1AL,2
PAQCHECK,L002171667GV1AL,2
PAQCHECK,L002171667GV1AL,1
PAQCHECK,L002171667GV1AL,1
paqcheck,L002171679GD5AL,1
PAQCHECK,L002171680GD5AL,1
PAQCHECK,L002171681GD5AL,1
paqcheck,L002171686GD5AJ,2
paqcheck,L002171686GD5AJ,4
PAQCHECK,L002171686GD5AJ,1
paqcheck,L002171708GE3AJ,2
paqcheck,L002171708GE3AJ,1
paqcheck,L002171709GE3AL,3
PAQCHECK,L002171714GE3AK,1
paqcheck,L002171714GE3AK,1
PAQCHECK,L002274212GKAAA,5.5
paqcheck,L002298415PPVAC,1
paqcheck,L002298418GKYAC,1
PAQCHECK,L002298418GKYAC,1
PAQCHECK,L002298419GKYAC,1
PAQCHECK,L002298419GKYAC,1
paqcheck,L002298420GKYAC,1
PAQCHECK,L002298420GKYAC,1
paqcheck,L002298421GKYAC,1
paqcheck,L00229842245DAC,1
paqcheck,L002298426GKYAC,1
PAQCHECK,L002298428GKYAC,1
PAQCHECK,L002298428GKYAC,1
PAQCHECK,L002298430GK1AC,1
,,
p 8056,,ventory Detai
37,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
paqcheck,L002298433GK1AC,1
paqcheck,L002298433GK1AC,1
PAQCHECK,L002298433GK1AC,2
paqcheck,L002298433GK1AC,1
PAQCHECK,L002298434GK1AC,5
PAQCHECK,L002298434GK1AC,1
PAQCHECK,L00229843761FAD,1
PAQCHECK,L00229844161FAD,1
PAQCHECK,L00229844261FAD,1
PAQCHECK,L00229844261FAD,1
paqcheck,L002298444SCCAD,-1
paqcheck,L002298465GKYAD,1
paqcheck,L002298467GKYAD,1
paqcheck,L002298467GKYAD,1
PAQCHECK,L002298468GKYAD,1
paqcheck,L002316235NCPAB,1000
PAQCHECK,L002323212GKAAF,40
PAQCHECK,L002410327GKAAB,11.61
PAQCHECK,L002410327GKAAB,2
paqcheck,L00244678063CAD,1
PAQCHECK,L00244678163CAD,1
paqcheck,L00244678466TAE,1
PAQCHECK,L00244678466TAE,2
PAQCHECK,L00244678566TAE,1
paqcheck,L00244678666TAE,1
paqcheck,L00244678766TAE,1
PAQCHECK,L002545487G15AA,3
paqcheck,L002546385GB2AJ,1
paqcheck,L002773097271AA,22
paqcheck,L002773097271AA,41
paqcheck,L002773097GKAAA,5
paqcheck,L002773099GKAAA,8.61
paqcheck,L002773099GKAAA,12
PAQCHECK,L002795465HG3AJ,1
PAQCHECK,L002795466HG3AI,1
paqcheck,L002816964HG3AE,9
paqcheck,L002919288HXWAA,38.686
paqcheck,L002919288HXWAA,0.004
paqcheck,L002919291HXWAA,47.485
PAQCHECK,L002924082CAWAD,1
paqcheck,L002924085CAWAE,3
paqcheck,L002999842CAMAA,4
paqcheck,L003277345HG3AA,1
paqcheck,L003688140GKAAA,1.7
paqcheck,L0549303AA01,18997.38
PAQCHECK,L0680575AA03GKA,30
PAQCHECK,M1G3FJWSDLAA600R59,1
paqcheck,M1G3FJWSDLAA600R59,1
paqcheck,M1G3FJXSDLAA600R59,2
paqcheck,M1G3FJXSDLAA600R59,1
paqcheck,M1G3FJXSDLAA645D59,1
paqcheck,M1G3FJXSDLAA645D59,2
paqcheck,M1G4FJESSLAA600R59,9.25
paqcheck,M1G4FJNWE3PR600R59,2
,,
p 8056,,ventory Detai
38,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
paqcheck,M1G4FJQZEEAA600R59,4
paqcheck,M1G4FJQZEEAA600R59,1
paqcheck,M1G4FJQZEEAA600R59,2.2
PAQCHECK,M1G4FJQZEEAA600R59,18
paqcheck,M1G4FJQZEEAA600R62,1
paqcheck,M2GPKD6NTAGP600R59,0
paqcheck,M2GPKD6NTAGP600R59,34
paqcheck,M2GPKD6NTAGP600R59,19
paqcheck,M2GPKD6PTHER600R59,5
paqcheck,M2GPKD6PTHER600R59,1.1
paqcheck,M2GPKD6PTHER600R59,1
paqcheck,M2GWN3PEH12CX184D6,3
paqcheck,M2GWN3PEH12CX184D6,2
paqcheck,M2GWN3PEH12CX184D6,4
paqcheck,M2GWN3PEH12CX184D6,5
paqcheck,M2GWN3PEH12CX184D6,0.5
paqcheck,M2GWN3PEH12CX195A6,6
paqcheck,M2GWN3PEH12CX195A6,0.5
paqcheck,M2GWN7TEH6CX184D60,10
paqcheck,M2GWN7TEH6CX184D60,11
paqcheck,M2GWN7TEH6CX184D60,10
paqcheck,M2GWN7TEH6CX184D60,7
paqcheck,M2GWN7TEH6CX184D60,0.04
paqcheck,M2GWN7TEH6CX184D60,6
paqcheck,M2GWN7TEH6CX184D60,3
paqcheck,M2GWN7TEH6CX184D60,15
paqcheck,M2GWN7TEH6CX184D60,4
paqcheck,M2GWN7TEH6CX184D60,6
paqcheck,M2GWN7TEH6CX184D60,4
paqcheck,M2GWN7TEH6CX184D60,15
paqcheck,M2GWN7TEH6CX184D60,30.37
paqcheck,M2GWN7TEH6CX184D60,8
paqcheck,M2GWN7TEH6CX184D60,1
paqcheck,M2GWN7TEH6CX195A60,1
paqcheck,M2GWN7TEH6CX195A60,6
paqcheck,M3GWCDCSM7600R62,1
paqcheck,WYNGB3-167A,245.8
PAQCHECK,WYNGB3-313N,227.9
,,
PAQSTAGE,85022160,5
PAQSTAGE,86278209,3
PAQSTAGE,86278209,3
PAQSTAGE,86278210,3
PAQSTAGE,86278210,3
PAQSTAGE,86308252,3
PAQSTAGE,86308252,3
PAQSTAGE,L002171672GKAAL,20
PAQSTAGE,L002171672GKAAL,20
PAQSTAGE,L002298428GKYAC,30
PAQSTAGE,L002298436GK1AC,30
PAQSTAGE,L00229843761FAD,29
PAQSTAGE,L00229844461FAD,30
PAQSTAGE,L002298466GKYAD,30
PAQSTAGE,L002298466GKYAD,30
,,
p 8056,,ventory Detai
39,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PAQSTAGE,L00229846749AAD,30
PAQSTAGE,L00229846749AAD,30
,,
partepaq,L001802853NCPAD,1500
partepaq,L002389203NCPAA,750
partepaq,L0571635AA01,5000
partepaq,L0571635AA01,5000
partepaq,L0571635AA01,5000
partepaq,L0571635AA01,5000
partepaq,L0571635AA01,5000
partepaq,L0571635AA01,5000
partepaq,L0571640AA01,10000
partepaq,L0571640AA01,10000
partepaq,L0571668AA01,18000
partepaq,L0575410AA01,1000
partepaq,L0575410AA01,1000
partepaq,L0575410AA01,1000
partepaq,L0575410AA01,1000
partepaq,L0592042AA01,6000
partepaq,L0592042AA01,6000
partepaq,L0592045AA04,3000
partepaq,L0592045AA04,3000
partepaq,L0592045AA04,3000
partepaq,L0676165AA01,2000
partepaq,L0676166AA01,2300
partepaq,L0676168AA01,1750
partepaq,L0676192AA01,2000
partepaq,L0676192AA01,2000
partepaq,L0676192AA01,2000
partepaq,L0676195AA01,21600
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736063AA01,700
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
,,
p 8056,,ventory Detai
40,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0736066AA01,125
partepaq,L0797825AA01,1200
partepaq,L0806943AA01,2000
partepaq,L0806943AA01,2000
partepaq,L0806943AA01,2000
partepaq,L0806943AA01,2000
partepaq,L0806943AA01,2000
partepaq,L0806943AA01,2000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
,,
p 8056,,ventory Detai
41,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
partepaq,L0816049AA01GKA,1000
,,
PCG1A,L00160964706HAA,50
PCG1A,L00160964706HAA,46
pcg1a,L00160964806HAA,50
PCG1A,L00160964806HAA,36.5
PCG1A,L00160964806HAA,34
PCG1A,L00160964806HAA,30.9
PCG1A,L00160964806HAA,56
pcg1a,L002545487G15AA,3
pcg1a,L002545487G15AA,4.7
pcg1a,L002545487G15AA,5.03
pcg1a,M2GPKD6NTCRT604D59,50
pcg1a,M2GPKD6NTCRT604D59,50
pcg1a,M2GWN3PEH12CX184D6,2
pcg1a,M2GWN3PEH12CX184D6,8.28
pcg1a,M2GWN3PEH12CX195A6,5.28
pcg1a,M2GWN3PEH12CX195A6,38.29
pcg1a,M2GWN7TEH6CX184D60,5.55
pcg1a,M2GWN7TEH6CX184D60,55
pcg1a,M2GWN7TEH6CX184D60,5.46
PCG1A,M2GWN7TEH6CX184D60,4.42
pcg1a,M2GWN7TEH6CX184D60,5.68
pcg1a,M2GWN7TEH6CX184D60,39.6
pcg1a,M2GWN7TEH6CX184D60,14.39
pcg1a,M2GWN7TEH6CX184D60,2.48
pcg1a,M2GWN7TEH6CX184D60,16
pcg1a,M2GWN7TEH6CX184D60,7
PCG1A,M2GWN7TEH6CX184D60,59.01
pcg1a,M2GWN7TEH6CX195A60,47.78
pcg1a,M2GWN7TEH6CX195A60,13.79
PCG1A,M2GWN7TEH6CX195A60,1
pcg1a,M3GWT3XHE195A60,5
,,
pcg1b,A300135TB166MM,132
pcg1b,L00160964706HAA,3.4
pcg1b,L00160964806HAA,19.27
PCG1B,L00160964806HAA,50
PCG1B,L00160964806HAA,50
PCG1B,L00160964806HAA,42.9
PCG1B,L00160964806HAA,50
PCG1B,L00160964806HAA,45.2
PCG1B,L00160964806HAA,50
PCG1B,L00160964806HAA,43.1
PCG1B,L00160964806HAA,50
PCG1B,L00160964806HAA,39.4
PCG1B,L00160964806HAA,50
PCG1B,L00160964806HAA,41
PCG1B,L00160964806HAA,40
,,
p 8056,,ventory Detai
42,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
PCG1B,L00160964806HAA,41.7
pcg1b,L00160964806HAA,43.6
pcg1b,L00160964806HAA,50
pcg1b,L00160964806HAA,43.8
pcg1b,L00160964806HAA,24.8
pcg1b,L00160964806HAA,50
pcg1b,L00160964806HAA,41.7
PCG1B,L00162714506HAA,29.7
pcg1b,L00162714506HAA,10.84
pcg1b,L00162714506HAA,1.16
pcg1b,M2GPKD3KTSNT604D59,34.12
pcg1b,M2GPKD3KTSNT604D59,42
pcg1b,M2GPKD6KTSNT604D59,22.87
pcg1b,M2GPKD6KTSNT604D59,13.74
pcg1b,M2GPKD6NTCRT604D59,4.17
PCG1B,M2GPKD6NTCRT604D59,50
pcg1b,M2GPKD6NTCRT604D59,3.89
pcg1b,M2GPKD6NTCRT604D59,4
pcg1b,M2GPKD6NTCRT604D59,5.02
pcg1b,M2GPKD6NTCRT604D59,4.56
,,
PCG1C,A173040EL8MMTG,15
pcg1c,L00160964706HAA,14.3
pcg1c,L00160964706HAA,14.47
pcg1c,L00160964763JAA,50
pcg1c,L00160964763JAA,35
PCG1C,L00160964776CAA,50
PCG1C,L00160964776CAA,50
pcg1c,L00160964776CAA,38.8
PCG1C,L00160964776CAA,50
PCG1C,L00160964776CAA,50
PCG1C,L00160964776CAA,2
PCG1C,L00160964776CAA,23
pcg1c,L00160964776CAA,14
pcg1c,L00160964806HAA,1.67
PCG1C,L00160964811JAA,20.07
pcg1c,L00160964811JAA,2.28
pcg1c,L00160964863JAA,50
pcg1c,L00160964863JAA,50
pcg1c,L00160964876CAA,18
pcg1c,L00160964876CAA,10.9
pcg1c,L00160964876CAA,50
pcg1c,L00160964876CAA,4.92
pcg1c,L00160964876CAA,1.73
pcg1c,L002719330GMNAA,50
pcg1c,L002719330GMNAA,37.5
pcg1c,M1G4FJESSLAA600R59,83.125
pcg1c,M1G4FJESSLAA600R59,115.125
pcg1c,M2GPKD3KTSNT604D59,41
pcg1c,M2GPKD3PTHER202F59,50
pcg1c,M2GPKD3PTHER202F59,36.5
pcg1c,M2GPKD3PTHER202F59,50
pcg1c,M2GPKD3PTHER202F59,37.6
pcg1c,M2GPKD3PTHER202F59,36.7
,,
p 8056,,ventory Detai
43,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcg1c,M2GPKD3PTHER202F59,11.5
pcg1c,M2GPKD6NTCRT604D59,2.88
pcg1c,M2GPKD6NTCRT604D59,39.7
pcg1c,M2GPKD6PTHER202F59,32
pcg1c,M2GPKD6PTHER202F59,50
pcg1c,M2GPKD6PTHER202F59,50
pcg1c,M2GPKD6PTHER202F59,50
pcg1c,M2GPKD6PTHER202F59,37.8
,,
pcg1d,L00160964763JAA,27
pcg1d,L00160964811JAA,50
pcg1d,L00160964811JAA,50
pcg1d,L00160964811JAA,37.4
pcg1d,L00160964811JAA,36
pcg1d,L00160964811JAA,34.48
pcg1d,L00160964811JAA,4.63
pcg1d,L00160964863JAA,3
PCG1D,L00160964876CAA,3.58
pcg1d,L00160964876CAA,50
pcg1d,L00160964876CAA,38.36
pcg1d,L001627148GKUAA,33
pcg1d,L001627148GKUAA,50
pcg1d,L001627148GKUAA,28
pcg1d,L001627152GKUAA,22
pcg1d,L002180244GKAAA,35
pcg1d,L002719330GMNAA,50
pcg1d,L002719330GMNAA,37.5
PCG1D,L002719330GMNAA,12
pcg1d,M2GPKD3PTHER202F59,67.9
pcg1d,M2GPKD3PTHER202F59,50
pcg1d,M2GPKD3PTHER202F59,37.4
pcg1d,M2GPKD3PTHER202F59,13.7
pcg1d,M2GPKD3PTHER202F59,39
pcg1d,M2GPKD6NTCRT604D59,50
pcg1d,M2GPKD6NTCRT604D59,50
pcg1d,M2GPKD6NTCRT604D59,42
pcg1d,M2GPKD6PTHER202F59,18.3
,,
pcg1e,L002719327HXWAA,47.76
pcg1e,L002719327HXWAA,45.51
pcg1e,L002719327HXWAA,36.64
PCG1E,L00291929476CAA,42.65
pcg1e,L00292180606HAA,41.42
PCG1E,L002921806HXWAA,45.385
PCG1E,L002921806HXWAA,47.572
pcg1e,L002921806HXWAA,44.838
pcg1e,L002921806HXWAA,45.932
pcg1e,L002921806HXWAA,43.61
PCG1E,L002921807HXWAA,41.147
PCG1E,L002921807HXWAA,44.838
pcg1e,L002999841HXWAA,27.3
pcg1e,L002999841HXWAA,26.1
pcg1e,L002999841HXWAA,34
pcg1e,L002999841HXWAA,28.9
,,
p 8056,,ventory Detai
44,,
,,
,,
Location,Item Number,Qty On Hand
--------,------------------,------------
pcg1e,L002999841HXWAA,0.0009
pcg1e,L002999841HXWAA,35.6
pcg1e,M2GPKD3KTSNT600R59,50
pcg1e,M2GPKD3KTSNT600R59,0
pcg1e,M2GPKD3KTSNT600R59,50
pcg1e,M2GPKD3KTSNT600R59,42.4
pcg1e,M2GPKD3KTSNT600R59,50
pcg1e,M2GPKD3KTSNT600R59,0
pcg1e,M2GPKD3KTSNT600R59,0
pcg1e,M2GPKD3KTSNT600R59,45.2
pcg1e,M2GPKD3KTSNT600R59,50
pcg1e,M2GPKD3KTSNT600R59,46.2
pcg1e,M2GPKD3KTSNT600R59,0
